,input_text,target_text
1175,A governadora Yeda Crusius decidiu cancelar a audiência que seria concedida na semana que vem ao Cpers-Sindicato depois da invasão organizada pela entidade. ,A governadora Yeda Crusius decidiu cancelar a audiência do Cpers-Sindicato. 
4025,"São glicoproteínas (grosso modo, proteínas unidas a uma forma de açúcar) e, curiosamente, têm estrutura química parecida com a de substâncias do sistema de defesa do organismo, embora elas mesmas não sejam anticorpos. ","São glicoproteínas, proteínas unidas a uma forma de açúcar, e têm estrutura química parecida com a de substâncias do sistema de defesa do organismo, embora elas não sejam anticorpos. "
2676,"-- Eu tentei fazer minhas amigas que também são da Educação Física entrarem na seleção, mas a maioria me dizia que não sabia nadar. ","-- Eu tentei fazer minhas amigas entrarem na seleção, mas a maioria me dizia que não sabia nadar. "
3018,"A precariedade das instalações da escola não incomoda Carlos Eduardo -- tudo é novidade no primeiro ano escolar -- nem Dênis, que prefere a escola nova à de Porto Alegre, onde a família morava na Vila Bom Jesus até 2006. ",As condições ruins das instalações da escola não incomodam Carlos Eduardo nem Dênis. 
3128,"A informação foi dada na conferência ""da Origem do Universo aos Grandes Telescópios"", ministrada ontem por João Steiner, astrofísico da USP, durante a 52ª Reunião Anual da Sociedade Brasileira para o Progresso da Ciência. ","João Steiner deu a informação ontem na palestra ""da Origem do Universo aos Grandes Telescópios"", durante a 52ª Reunião Anual da Sociedade Brasileira para o Progresso da Ciência. "
2502,"-- Sobre isso, vamos conversar com o presidente da Câmara, mostrando que existe um sentimento contrário à verba indenizatória em sua origem. ","-- Vamos conversar sobre isso com o presidente da Câmara, mostrando que existe um sentimento contrário à verba indenizatória em sua origem. "
519,Senadores da base aliada contabilizavam vitória apertada na CCJ -- 12 votos a favor e 10 contra. ,Os senadores aliados do governo calculavam uma vitória apertada na CCJ. 
2487,"Naqueles anos de 1920 e 1930, a praia do Campeche não tinha mais que 20 casas e o caminho até a ""cidade"" era um desafio até para os nativos. ","Naqueles anos de 1920 e 1930, a praia do Campeche não tinha mais que 20 casas e o caminho até a ""cidade"" era um desafio até para os nativos. "
2260,"Depois de seis sessões seguidas em queda, a Bolsa de São Paulo (Bovespa) voltou ontem a apresentar resultado positivo. ",A Bolsa de São Paulo (Bovespa) voltou ontem a apresentar resultado positivo depois de seis sessões seguidas em queda. 
1899,"Mesmo com a diferença de preço, a projeção da MPX para o custo do megawatt produzido no estado é mais alta (US$ 2.321) do que o do gerado a partir de carvão importado da África ou da Colômbia (US$ 2.035). ","Mesmo com a diferença de preço, a projeção da MPX para o custo do megawatt produzido no estado é mais alta do que o custo do megawatt gerado com carvão importado da África ou da Colômbia. "
387,"O objetivo é constatar as condições das edificações e a higiene e segurança dos alunos para envio de laudo técnico aos órgãos oficiais recomendando providências, se necessárias. ","O objetivo é verificar as condições dos prédios e a higiene e segurança dos alunos, para enviar um laudo técnico aos órgãos oficiais. "
1190,"Decidiu conhecer Gramado em suas primeiras férias desde 2001, quando os treinamentos para a Missão Centenário (que o levou ao espaço, no ano passado) se intensificaram. ",Ele decidiu conhecer Gramado em suas primeiras férias desde 2001. 
5,"Mais de 20 pessoas foram mordidas por palometas (Serrasalmus spilopleura, espécie de piranha) que vivem nas águas da barragem Sanchuri, na margem da Br-472, a 40 quilômetros da cidade. ","Mais de 20 pessoas foram mordidas por palometas (Serrasalmus spilopleura, espécie de piranha). "
1522,"Luana conta que boa parte do seu Pequeno Príncipe foi construída com a imaginação do diretor pernambucano João Falcão, roteirista da minissérie O Auto da Compadecida (1999). ",Luana conta que a imaginação do diretor pernambucano João Falcão construiu boa parte do seu Pequeno Príncipe. 
1837,"O ex-presidente da República, que morou na Casa da Dinda, um dos endereços mais nobres de Brasília nos anos 90, disse que não voltará à mansão no ano que vem, quando assumir o cargo. ",O ex-presidente da República morou na Casa da Dinda. 
881,"Pô, Daniel, você sabe que eu sou diferente, né?. ","Pô, Daniel, você sabe que eu sou diferente, né?. "
2417,O acidente que vitimou o Airbus da Tam em Congonhas seria mais improvável em outro tipo de avião. ,O acidente que destruiu o Airbus da Tam em Congonhas seria menos provável em outro tipo de avião. 
1583,-- Claro. ,-- Claro. 
135,"A quatro meses da eleição de 1º de outubro, a maioria dos partidos ainda não fechou sua escalação para a disputa pelo Palácio Piratini, formando o cenário mais instável dos últimos anos. ","Quatro meses antes da eleição de 1º de outubro, a maioria dos partidos ainda não escolheu os candidatos para a disputa pelo Palácio Piratini. "
399,"O projeto da obra, devido às péssimas condições das instalações, é considerado ""complexo"". ",O projeto da obra é considerado complexo. 
1547,"Anoitece, e o calor de 28º C desta quinta-feira de verão no Oriente Médio dá lugar a uma brisa que sopra do Mediterrâneo. ",A noite vem chegando. 
250,"Nele, conecta ainda o PlayStation 2 dos filhos, Fábio e Tainara. ",Simões também conecta o PlayStation 2 dos filhos no equipamento. 
3073,"Com o Sky, o Google espera transformar milhões de internautas em astrônomos amadores. ",O Google espera transformar milhões de internautas em astrônomos não profissionais com o Sky. 
1581,"O proprietário, Faraj, um árabe-israelense de 53 anos, contabiliza com a mulher os prejuízos. ",O proprietário Faraj calcula os prejuízos junto com a mulher. 
2612,"O levantamento, com dados de 2006, foi realizado pela Organização para a Cooperação e Desenvolvimento Econômico (OCDE) e analisou 20 milhões de alunos de 15 anos. ",A Organização para a Cooperação e Desenvolvimento Econômico (OCDE) realizou a pesquisa com dados de 2006. 
3855,"Como se trata de uma potencial transmissão de pessoa a pessoa, era fundamental saber qual o grau de contatos que uma vítima teria para passar o vírus a outras. ","Como se trata de uma possibilidade de transmissão de pessoa a pessoa, era fundamental saber qual o grau de contatos que uma vítima teria para passar o vírus a outras. "
3377,"Cientistas da Universidade da Virgínia, EUA, descobriram que esses gases, chamados S-nitrosotióis (Snos) atuam em todos os níveis da regulação respiratória, fazendo com que os vasos sanguíneos e vias respiratórias dilatem, sinalizando a necessidade de oxigênio por parte dos tecidos e comunicando-se com as regiões cerebrais que controlam o desejo de respirar. ","Cientistas da Universidade da Virgínia, nos Estados Unidos, descobriram que esses gases, chamados S-nitrosotióis atuam em todos os níveis do controle da respiração, fazendo com que os vasos de sangue e vias respiratórias aumentem de diâmetro, dando sinais da necessidade de oxigênio nos tecidos e comunicando-se com as regiões do cérebro que controlam o desejo de respirar. "
2916,"Pela crendice popular, especificamente na Sexta-feira Santa, o orvalho sobre os galhos da erva significa uma bênção especial, que aumenta o poder medicinal da planta. ","Pela crença popular, especificamente na Sexta-feira Santa, o orvalho sobre os galhos da erva significa uma bênção especial, que aumenta o poder de cura da planta. "
1545,"Quando tiver 90 anos, quero ver que deixei minha marca. ","Quando tiver 90 anos, quero ver que deixei a minha marca. "
1718,"A nova empresa -- B2W Companhia Global de Varejo -- oferecerá ao público mais de 30 categorias de produtos -- livros, CDs, brinquedos, perfumes, eletrodomésticos, artigos esportivos e para o lar, entre outros, por meio das marcas Submarino, AmericanasCom e Shoptime. ",A nova empresa se chama B2W Companhia Global de Varejo. 
166,"Para explicar a instabilidade no quadro eleitoral, a cientista política Céli Pinto acrescenta uma espécie de retração da classe política provocada pelos escândalos de corrupção no país: ","Para explicar a falta de firmeza no quadro eleitoral, a cientista política Céli Pinto acrescenta uma espécie de diminuição da classe política. "
3883,"Foi um pedaço desses que, ao colidir com uma das asas do Columbia, levou à sua destruição. ","Foi um desses pedaços que, ao bater em uma das asas do Columbia, levou à sua destruição. "
2731,"Segundo o frade catarinense dom Bento Gartner, 36 anos, um dos responsáveis pela ornamentação do mosteiro, o Vaticano fez apenas um pedido para o jantar: ",O monge catarinense dom Bento Gartner tem 36 anos. 
1951,"Antes se trabalhava oito horas por dia, hoje são 12, 14 horas. ",Antes se trabalhavam oito horas por dia. 
2744,"Com recém-completados 79 anos, a principal companhia aérea nacional que os brasileiros conheceram até agora deixará de existir para dar lugar a outra. ",A principal companhia aérea nacional acabou de completar 79 anos. 
2225,As aves são vendidas livremente a um preço médio de R$ 7 do lado uruguaio. ,As aves são vendidas livremente do lado uruguaio a um preço médio de R$ 7. 
1351,"Depois de perder um quarto da receita nas vendas ao Exterior dos últimos dois anos, os moveleiros também espreitam chances de recuperar rentabilidade com um dólar entre R$ 2,10 e R$ 2,15, segundo Maristela Cusin Longhi, presidente da Associação das Indústrias de Móveis do Estado do Rio Grande do Sul. ","Os fabricantes de móveis também aguardam chances de recuperar rendimentos com um dólar entre R$ 2,10 e R$ 2,15. "
628,"Foi até o quarto onde Andrieli dormia, pegou-a pela perna e, em poucos segundos, entregou-a nos braços da mãe. ",Ele foi até o quarto onde Andrieli dormia. 
3629,"Dos 30 embriões originais, 11 resultaram em gravidez. ","Dos 30 embriões originais, 11 resultaram em gravidez. "
3582,"Mas, segundo a agência de notícias France Presse, a Venezuela já tem um caso suspeito: ","Mas, segundo a agência de notícias France Presse, a Venezuela já tem um caso suspeito: "
374,"Só é possível votar em 20 candidatos, já que as Pirâmides de Gizé, por serem o último remanescente das Sete Maravilhas da Antigüidade e devido a protestos do governo egípcio, foram consideradas um candidato honorário e estão fora da competição -- seriam a oitava maravilha. ","Só é possível votar em 20 candidatos, porque as Pirâmides de Gizé são um candidato honorário. "
569,"A bacia da fonte, por exemplo, será maior do que a original e foi feita mais de 10 vezes, pois, quando saía da fôrma, acabava se partindo. ",A bacia da fonte será maior que a original. 
1346,Os fabricantes têm duas temporadas de definição de preços: ,Os fabricantes têm duas temporadas para definir preços: 
1811,"No Estado, além da UFPel, participam a Fundação Universidade Federal de Rio Grande e o Centro Universitário Univates. ","No estado, além da UFPel, participam a Fundação Universidade Federal de Rio Grande e o Centro Universitário Univates. "
2507,"Na Câmara dos Deputados, houve denúncias de que deputados apresentavam notas frias de combustíveis. ","Na Câmara dos Deputados, houve denúncias de que deputados apresentavam notas frias de combustíveis. "
3258,"Então, libera uma droga ainda desconhecida na corrente sanguínea da vítima. ","Então, libera uma droga ainda desconhecida no sangue da vítima. "
2486,"Inácio sabe também que Saint-Exupéry ficou no alojamento para os pilotos no aeródromo do Campeche nas três primeiras vezes que pousou por ali, mas depois passou a hospedar-se no Hotel La Porta, no Centro da cidade. ","Inácio sabe também que Saint-Exupéry ficou no alojamento para os pilotos no aeródromo do Campeche nas três primeiras vezes que pousou por ali, mas depois passou a hospedar-se no Hotel La Porta, no centro da cidade. "
